Headline,Body ID,Stance
"""End global warming""? That seems strange. Reducing man-made effects on the climate is our intended goal, but don't forget that the climate naturally warms and cools too. Hard to take these types of headlines/articles seriously when they don't make much sense.",101,unrelated
"@alanresnicks the 5 horsemen of the apocalypse; Famine, war, death, pestilence, and global warming.",101,unrelated
"Myth:Its too hard to fix global warming.Reality: reducing GHG emissions will be difficult, but it is entirely possible.",101,unrelated
"It's not a case of reducing the population and then all will be well. With run away, chain reaction, global warming it can herald the end of planet earth as we know it. That tipping point is not far away, hence super urgent intervention is required immediately.",101,unrelated
"""If urgent action to avert the worst levels of global warming by reducing carbon emissions is somehow agreed at COP, it is not too late to save other glaciers around the world.""",101,unrelated
"I'm worried for our planet, Trump will do nothing for climate change",101,unrelated
"@alanresnicks the 5 horsemen of the apocalypse; Famine, war, death, pestilence, and global warming.",101,unrelated
RT @turnscoat: why can't we agree that climate change is our number one priority,101,unrelated
Hansen's predictions in 1988 proved true. A 30-year alarm on the reality of climate change. Ten hottest years occurred since 1998.,101,unrelated
"30 years later, deniers are still lying about Hansenâ€™s amazing global warming prediction This was 1988 testimony to the United States Congress unfortunately thwarted by the likes of the Koch brothers and trump",101,unrelated
"Nothing bad happened. (""Happened"" = PAST tense. ) You've been making alarmist predictions for DECADES! e.g. Hansen's 1988 prediction that worsening drought would threaten global food supply was 100% WRONG!!!",101,unrelated
"moyhu: Hansen's 1988 prediction scenarios - numbers and details. How the scenarios can be reproduced, and which ones relate to his 1988 predictions.",101,unrelated
"To this day, Hansen's Scenario B model prediction (made in 1988!) remains one of the best examples of climate models not only standing on scientifically solid assumptions, but being pretty darn spot on.",101,unrelated
"â€œIn 1988 US scientist James Hansen went before Congress and testified about his research into the warming of the planet. 30+ years later, Hansenâ€™s prediction that av global temperature could rise by about 1 degree Celsius (almost 2 degrees Fahrenheit) by 2019 has come to pass.""",101,unrelated
"@admrich Hansen's 1988 prediction wrong cz overestimated CH4&CHC increase, & used climate sensitivity of 3.4, not 3",101,unrelated
"Here's a discussion from 2014 where Hansen's prediction from 1988 is compared to skeptic Lindzen.
 
 
 
 Since 2014 Hansen's prediction is still accurate.
 
 
 
 This is the very best prediction vs reality you can ever get.",101,unrelated
"Global warming is a hoax a lie. Co2 is not pollution. It does not harm the climate. Real climate change happens not because of co2. The Sun is the driver of the weather and the climate. Atmosphere , geological , & ocean cycles, make the difference in our weather. Not co2 .",101,unrelated
Stop the fear mongering. Climate change n global warming happens because of our Sun n the cycles it goes thru. You continue to use fear for control.,101,unrelated
"Oh, honestly. This debate has moved on. Scientists have been predicting global warming linked to carbon emissions for more than a century. And now - when the warming happens in line with the models - you seriously think, by an odd cosmic coincidence, it's all because of the sun?",101,unrelated
From Global warming to Climate change. Do you know why? Because their doomsday prediction of a boiling earth isn't coming to pass. The SUN is responsible for 99.9% of the earth's climate system. What happens if you have a spike in Solar activities?,101,unrelated
Global Warming is a gradual increase in the overall temperature of the earth's atmosphere which happens because of the greenhouse effect. The greenhouse effect is the trapping of the sun's warmth in a planets lower atmosphere caused by fossil fuel's being burned.,101,unrelated
"Whilst I COMPLETELY agree with this message, I don't think the reference to episode of Doctor Who is the best one... That episode happens 5 billion years in the future and the world is ending because the sun is expanding. It's neither close to us nor the result of global warming.",101,unrelated
Of course the climate has changed before but Corsola is a specific commentary on our real world change.. If you're implying the current era of climate change isn't because of humans then you're just stupid.,101,unrelated
"If you claim climate change is man-made and can be solved through taxation and other punitive measures, you're working off a theory. If I say the climate has always changed, even long before man, I'm working off fact. Why does your theory superceded my fact?",101,unrelated
"The arrogance of people thinking that giving money and power to govt will somehow either change or slow the Earths always changing climate. It has changed as long as it's existed, from ice ages to tropical periods and long before man it made those extreme changes.",101,unrelated
Science proves that the climate has always changed (before any supposed man-made causes) with wild extreme cooling swings and wild extreme warming swings. We've ALWAYS had large weather disasters - zero correlation to anything we can control. You're the science denier.,101,unrelated
"I moved back to Chicago burbs after not living here for over 25 yrs. The climate has changed here. I remember warm summer nights, haven't seen one. I remember early spring showers and early flowers. That was all at least a month off. And, tornadoes in winter? Never before.",101,unrelated
"We also just had historic flooding in my country. Our winters have totally changed in the last 6 years too, a lot milder and starting much later than usual- sometimes months late. We have also had tornados in my city that has never had them before. Climate change is here.",101,unrelated
"The current 1 degree of warming is bad enough & frequency of extreme weather is not a linear progression with the increase in temperature: The difference between 1 and 1.5 degrees is greater than 50 per cent.
 
 
 Politicians are failing us on climate change.",101,unrelated
"The most current knowledge about ""Climate Change,"" coming from even the woke sources, is that we will be okay, that it is not as bad as they thought. Are the Left celebrating? No. Because ""Climate Change"" was just a political tool for them.",101,unrelated
"FTR, my beloved trolls:
 1. Climate change is real, caused by burning fossil fuels & bad for us 
 2. We must urgently reduce demand for & supply of fossil fuels so our kids have a liveable world 
 3. Trying to change a (harmful) system you were born into is human, not hypocritical",101,unrelated
"i should also add that there is absolutely so snow on the ground. none. crop seasons have been bad for the past 3 years because of these skimpy winter caused by climate change. itâ€™s not just a change in weather, itâ€™s also our food sources diminishing",101,unrelated
"The climate change we assume is a bad thing, but rare effects like this happen everywhere. Worlds not rotten, you look back to historical events and youâ€™ll see that things like this and worse have happen. Human race endures as does the planet, which will turn even if we leave.",101,unrelated
please don't fall for this fear mongering bullshit. Climate change is real but it is absolutely not as bad as they claim. Earth's climate has been changing since the dawn of it's creation and it will continue to change regardless of humans.,101,unrelated
"Look, I know we don't do nuance on this here bird site, but multiple things can be true at once. 
 1) climate change is real and bad
 2) the KY tornadoes were long, strong and very tragic
 3) this one outbreak is not the sole horseman of the weather apocalypse",101,unrelated
